,nombre,apellidos,nombreApellidos,movil,codigoPostal,pass,perfil,serviciosDisponibles,status,fotoV,bio,fechaInscripcion,estrellas,nOpinion
196,Ariel,Mendez,Ariel Mendez,656851474,36614,23912515,Voluntario,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,03/07/2021,3.3,7
197,Pánfilo,Pallarès,Pánfilo Pallarès,609646503,19326,39970392,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",1,perfil_voluntaria_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,23/09/2019,3.1,7
198,Humberto,Iborra,Humberto Iborra,606640468,50016,73579021,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,perfil_voluntaria_6.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,18/05/2019,3.0,7
199,Griselda,Calderon,Griselda Calderon,662887078,48112,42080306,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntaria_9.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",31/12/2019,2.7,7
200,Paulino,Cortes,Paulino Cortes,609965774,06249,44463762,Voluntario,['El día a día'],0,perfil_voluntaria_6.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/08/2021,2.9,7
201,Ángela,Cámara,Ángela Cámara,638295708,37111,38119424,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,04/06/2019,3.9,7
202,Nereida,Elorza,Nereida Elorza,664038014,31487,56120786,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_2vm.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",20/06/2021,3.3,7
203,Socorro,Revilla,Socorro Revilla,683237623,27145,26163260,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntaria_10.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",14/03/2021,3.4,7
204,Amador,Escobar,Amador Escobar,621807021,01206,76228186,Voluntario,"['Amigos y Ocio', 'Burocracia']",1,perfil_voluntaria_3.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,14/07/2020,3.3,7
205,Maite,Márquez,Maite Márquez,690985948,16214,30161835,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_9.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,27/08/2021,2.6,7
206,Micaela,Requena,Micaela Requena,645991569,28214,38123246,Voluntario,"['Salud', 'Servicios del Municipio']",1,perfil_3vh.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,13/12/2021,3.7,7
207,Nidia,Hurtado,Nidia Hurtado,633110348,18563,73122976,Voluntario,"['Salud', 'Burocracia']",1,perfil_voluntaria_7.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,14/06/2022,3.7,7
208,Juanito,Campoy,Juanito Campoy,630806283,49333,64388566,Ambos,['Amigos y Ocio'],1,perfil_voluntaria_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,18/02/2021,2.4,7
209,Roberto,Arias,Roberto Arias,640438558,18713,21219978,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,06/06/2022,2.6,7
210,Rosa María,Sosa,Rosa María Sosa,690668519,02514,31031003,Voluntario,"['Salud', 'Amigos y Ocio']",0,perfil_voluntaria_8.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/01/2020,4.1,7
211,Iván,Flores,Iván Flores,644403623,21459,47220177,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntario_1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/06/2022,2.9,7
212,Olga,Seguí,Olga Seguí,679917207,29312,76299196,Voluntario,"['Nuevas Tecnologías', 'Salud']",0,perfil_voluntario_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,05/04/2020,3.0,7
213,Pancho,Mayoral,Pancho Mayoral,644163672,36690,67081698,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,perfil_voluntaria_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,25/05/2021,3.6,7
214,Otilia,Gisbert,Otilia Gisbert,613917404,23440,30828124,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,18/11/2019,3.1,7
215,Amado,Ferrando,Amado Ferrando,600307127,06490,48428156,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntario_6.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/12/2020,2.9,9
216,Sabas,Moya,Sabas Moya,602763783,05580,71652040,Voluntario,"['Nuevas Tecnologías', 'El día a día']",1,perfil_11vm.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,26/02/2020,3.1,9
217,León,Lorenzo,León Lorenzo,657996524,18610,39057230,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_6.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,12/02/2020,3.3,9
218,Pascual,Vergara,Pascual Vergara,651347195,13610,49499983,Voluntario,['Burocracia'],0,perfil_voluntario_2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",26/02/2022,3.4,9
219,Salomón,Muñoz,Salomón Muñoz,688534469,08183,16404286,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_5vh.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,12/10/2021,3.7,9
220,Amaro,Arenas,Amaro Arenas,607350910,22473,62900938,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",0,perfil_voluntario_5.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,31/01/2021,2.4,9
221,César,Rovira,César Rovira,667833298,32560,13410597,Voluntario,"['Salud', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_6.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,05/06/2019,3.7,9
222,Onofre,Rubio,Onofre Rubio,608974531,46814,20881539,Ambos,['El día a día'],1,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,12/10/2020,2.7,9
223,Eloísa,Vidal,Eloísa Vidal,600542361,25286,86837741,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,perfil_2vm.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/09/2020,2.2,9
224,David,Plaza,David Plaza,617110431,04710,78836499,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",0,perfil_3vh.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,05/06/2020,3.1,9
225,Trinidad,Falcón,Trinidad Falcón,660730078,14511,84434340,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,13/10/2019,2.6,9
226,José Manuel,Arregui,José Manuel Arregui,693955288,08003,80034859,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,perfil_voluntario_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,12/09/2020,2.9,9
227,Leandra,Abellán,Leandra Abellán,607566695,32002,53136972,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",1,perfil_voluntaria_10.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/05/2021,2.6,9
228,Aurora,Figueras,Aurora Figueras,637651276,24171,49850063,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,05/08/2019,3.1,9
229,Prudencio,Rosado,Prudencio Rosado,600617807,24282,61257551,Ambos,"['Salud', 'Amigos y Ocio']",1,perfil_voluntaria_2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,20/03/2020,3.1,9
230,Buenaventura,Mas,Buenaventura Mas,665415744,36419,78376553,Ambos,"['Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,13/08/2019,3.2,9
231,Anunciación,Mendoza,Anunciación Mendoza,630070389,41310,61783381,Ambos,"['Salud', 'Amigos y Ocio']",0,perfil_voluntaria_10.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",30/04/2022,3.1,9
232,Griselda,Real,Griselda Real,653805099,04559,49575125,Voluntario,"['Salud', 'El día a día']",1,perfil_voluntaria_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,07/06/2022,3.3,9
233,Nacho,Marqués,Nacho Marqués,649406924,07369,70078106,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntaria_3.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,29/05/2021,2.1,9
234,Casandra,Castejón,Casandra Castejón,616327493,36350,77091026,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,perfil_voluntaria_8.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,19/04/2020,2.2,9
235,Gregorio,Rivero,Gregorio Rivero,699234973,25212,78746028,Voluntario,"['El día a día', 'Burocracia']",1,perfil_voluntaria_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",02/12/2020,2.6,9
236,Graciana,Pinilla,Graciana Pinilla,675552821,07810,46524089,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,09/05/2020,2.6,9
237,Inés,Dávila,Inés Dávila,696471196,34347,32854781,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",1,perfil_2vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,30/06/2022,3.4,9
238,Encarnación,Mascaró,Encarnación Mascaró,669378425,32547,76912098,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_8.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,22/03/2021,2.6,9
239,Santiago,Abad,Santiago Abad,671244700,41566,81088919,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",20/06/2019,3.3,9
240,Marco,Madrid,Marco Madrid,602269913,14280,80685882,Voluntario,['Salud'],1,perfil_voluntario_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",06/11/2019,2.7,9
241,Humberto,Ropero,Humberto Ropero,650691559,36570,76697367,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,perfil_voluntario_8.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",28/12/2020,2.8,9
242,Mireia,Montserrat,Mireia Montserrat,655298382,14005,25646656,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_8.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,20/01/2021,3.0,9
243,Adela,Salamanca,Adela Salamanca,699907678,49123,19904612,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntaria_3.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,08/05/2021,3.2,9
244,Imelda,García,Imelda García,649058041,05298,76973358,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,15/06/2019,2.9,9
245,Ariadna,Sáenz,Ariadna Sáenz,655132783,37717,31939561,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,perfil_voluntario_10.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,01/08/2021,3.4,9
246,Nadia,Doménech,Nadia Doménech,603562531,26120,78145845,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio']",0,perfil_voluntaria_10.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,09/07/2021,3.9,9
247,Genoveva,Blazquez,Genoveva Blazquez,662124267,17144,65428392,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/12/2020,3.2,9
248,Loreto,Villalba,Loreto Villalba,635876543,05164,27028655,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_3.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,16/05/2022,2.3,9
249,Gracia,Naranjo,Gracia Naranjo,684309546,08672,23471005,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",1,perfil_voluntaria_8.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,03/08/2019,2.7,9
250,Ciro,Menéndez,Ciro Menéndez,642039753,50546,17494866,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntario_1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,14/07/2021,3.7,9
251,Jafet,Colom,Jafet Colom,681648731,39680,35294236,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_10.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,11/12/2021,2.9,9
252,Amador,Arteaga,Amador Arteaga,667588669,07143,31333378,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,perfil_11vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,10/02/2022,3.0,9
253,Jose Ignacio,Beltran,Jose Ignacio Beltran,650834664,27569,43404179,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,perfil_voluntario_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,07/09/2019,2.8,9
254,Xavier,Ribas,Xavier Ribas,669315892,49160,80499756,Voluntario,"['Nuevas Tecnologías', 'Salud']",0,perfil_voluntaria_3.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/01/2021,3.1,9
255,Soraya,Ferreras,Soraya Ferreras,614652865,46716,66633730,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntario_10.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,07/05/2021,3.6,9
256,Lina,Plana,Lina Plana,666542518,30400,86986224,Ambos,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,15/06/2019,2.8,9
257,Ana Belén,Pulido,Ana Belén Pulido,686395745,27004,51155035,Ambos,"['Salud', 'Amigos y Ocio']",0,perfil_voluntaria_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/05/2020,3.1,9
258,Jose Francisco,Coloma,Jose Francisco Coloma,697625405,22440,32340994,Ambos,"['Nuevas Tecnologías', 'Salud']",1,perfil_voluntaria_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,09/12/2019,3.7,9
259,Gabriela,Adán,Gabriela Adán,640850559,30169,26419101,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_6.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/06/2022,3.4,9
260,Teodora,Campillo,Teodora Campillo,623783897,40237,27472746,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,perfil_voluntaria_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,11/04/2020,3.3,9
261,Melania,Rodríguez,Melania Rodríguez,633556933,33460,31790204,Ambos,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntario_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,02/10/2020,2.4,9
262,Isidoro,Echeverría,Isidoro Echeverría,651006123,30880,37178149,Voluntario,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/07/2019,3.0,9
263,Nilda,Villaverde,Nilda Villaverde,664897205,36842,87492408,Voluntario,"['Salud', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,20/06/2022,3.6,9
264,Abril,Ibañez,Abril Ibañez,615017884,18517,72273805,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,perfil_voluntaria_6.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/01/2021,2.8,9
265,Yéssica,Carrión,Yéssica Carrión,684129939,46418,75600565,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_6.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,06/12/2019,3.2,9
266,Yago,Cañellas,Yago Cañellas,692204508,50687,70456388,Voluntario,"['Salud', 'Amigos y Ocio']",1,perfil_voluntaria_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",23/06/2022,2.7,9
267,Nicolasa,Sobrino,Nicolasa Sobrino,626928584,17459,57839125,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_8.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",30/12/2020,2.9,9
268,Guadalupe,Molins,Guadalupe Molins,699639031,22621,54984663,Ambos,['Nuevas Tecnologías'],0,perfil_voluntaria_2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,04/01/2022,3.2,9
269,Marisol,Salas,Marisol Salas,690360481,30835,56595423,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_6.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,14/06/2022,2.4,9
270,Emperatriz,Vargas,Emperatriz Vargas,654551445,44643,53406297,Voluntario,['Burocracia'],1,perfil_5vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,20/01/2020,2.9,9
271,Teodosio,Salmerón,Teodosio Salmerón,609907688,33392,47734670,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntaria_3.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/03/2020,2.3,9
272,Teófila,Cuenca,Teófila Cuenca,659725127,34859,57515987,Voluntario,['Burocracia'],0,perfil_2vm.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,08/08/2019,3.4,9
273,Mar,Taboada,Mar Taboada,616113293,28011,86041547,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio']",0,perfil_3vh.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,03/02/2022,3.1,9
274,Vinicio,Jove,Vinicio Jove,689230188,35328,86320288,Ambos,['Burocracia'],1,perfil_voluntario_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,01/04/2022,3.7,9
275,Maricruz,Huertas,Maricruz Huertas,679714525,15391,80321894,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,perfil_voluntario_6.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,16/12/2020,3.6,9
276,Priscila,Lluch,Priscila Lluch,690559388,23369,68569160,Ambos,"['Amigos y Ocio', 'Burocracia']",1,perfil_voluntario_10.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,17/10/2019,2.8,9
277,María Dolores,Vázquez,María Dolores Vázquez,656199313,23338,27437958,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_9.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",05/04/2021,3.2,9
278,Amada,Haro,Amada Haro,679398125,32840,20554205,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,perfil_voluntario_10.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,21/07/2019,3.2,9
279,Leonardo,Sabater,Leonardo Sabater,630110630,05358,15969932,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",03/11/2020,3.1,9
280,Casemiro,Macias,Casemiro Macias,653198748,28015,43148458,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntario_9.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/07/2020,4.4,9
281,Joel,Llabrés,Joel Llabrés,620490662,08779,21548141,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_2vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/07/2019,3.3,9
282,Nico,Montenegro,Nico Montenegro,670929130,31878,29719012,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_3.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,23/08/2020,2.4,9
283,Teodora,Berrocal,Teodora Berrocal,646959952,37494,49356978,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntario_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/07/2021,3.0,9
284,Emiliano,Contreras,Emiliano Contreras,645232436,29630,82706818,Ambos,"['Amigos y Ocio', 'Burocracia']",1,perfil_voluntario_1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,11/09/2021,2.4,9
285,Jerónimo,Piñol,Jerónimo Piñol,635938477,32790,73512972,Ambos,['El día a día'],0,perfil_voluntario_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,24/02/2021,2.6,9
286,Joaquina,Corominas,Joaquina Corominas,631900853,15881,71589198,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,17/08/2020,3.1,9
287,Lara,Gargallo,Lara Gargallo,612615131,46001,54181419,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día']",1,perfil_voluntaria_8.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,03/04/2020,3.2,9
288,Bernardo,Ribera,Bernardo Ribera,633282494,38683,50671396,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",0,perfil_voluntario_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,28/05/2020,3.7,9
289,Saturnino,Muro,Saturnino Muro,670589952,30858,51152471,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,perfil_voluntario_2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/12/2019,2.7,9
290,Candela,Solano,Candela Solano,698797685,33874,44284339,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,28/12/2021,3.0,9
291,Severo,Barrios,Severo Barrios,658012321,35320,32940934,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio']",0,perfil_11vm.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,26/08/2021,4.2,9
292,Hilario,Rivera,Hilario Rivera,672989266,04826,66373875,Ambos,"['Salud', 'El día a día']",1,perfil_voluntario_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/12/2020,2.6,9
293,Roque,Aller,Roque Aller,654060561,50321,66212883,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,perfil_3vh.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,23/10/2019,3.9,9
294,Rocío,Pintor,Rocío Pintor,634220778,18740,36267892,Ambos,"['Salud', 'El día a día']",0,perfil_voluntario_2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,23/02/2020,3.8,9
